"Año";"Periodo";"Parámetro";"2019";"2020";"2021"
"2021";"Año";"abril";"302";"247";"289"
"2021";"Año";"agosto";"300";"402";"352"
"2021";"Año";"diciembre";"285";"293";"349"
"2021";"Año";"enero";"303";"341";"290"
"2021";"Año";"febrero";"252";"323";"264"
"2021";"Año";"julio";"355";"384";"403"
"2021";"Año";"junio";"340";"369";"371"
"2021";"Año";"marzo";"288";"297";"334"
"2021";"Año";"mayo";"336";"358";"370"
"2021";"Año";"noviembre";"287";"272";"308"
"2021";"Año";"octubre";"297";"300";"341"
"2021";"Año";"septiembre";"326";"355";"332"
;;;;
;;;;
"Métrica":"2019"
"Fuente":"INE"
"Clasificación":""
"Unidad":"Suicidios"
"Escala":"Unidades"
"EscalaFactorPotencia10":"0"
"SonDatosNumericos":"True"
;;;;
;;;;
"Métrica":"2020"
"Fuente":"INE"
"Clasificación":""
"Unidad":"Suicidios"
"Escala":"Unidades"
"EscalaFactorPotencia10":"0"
"SonDatosNumericos":"True"
;;;;
;;;;
"Métrica":"2021"
"Fuente":"INE"
"Clasificación":""
"Unidad":"Suicidios"
"Escala":"Unidades"
"EscalaFactorPotencia10":"0"
"SonDatosNumericos":"True"
;;;;
;;;;
"Url":"https://www.epdata.es/suicidios-mes-2019-2020-espana/8c67463a-3069-4928-8463-dcd15bc6b28f"
"Titulo":"Suicidios por mes en 2018, 2019 y 2020 en España"
"Subtitulo":""
